type,start,_end,end,title,description,category,project,keyword,people,places,works,artistic,additional,display temporal,source,displayTemporal,reference,image,VRobject,Event_ID
Writings,1946-00-00,,,"Beginning of the work on 'Pathos', the 2nd part of 'Nonindifferent Nature'.","Beginning of the work on 'Pathos', the 2nd part of 'Nonindifferent Nature'.",Writing and Teaching,,Pathos;Non-Indifferent Nature;Writing,,Soviet Union;Russia,Pathos;Nonindifferent Nature,,,1946,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 196,1946,,,,begins_writing_pathos
Cinema,1946-01-00,,,Letter to Jay Leyda.,"Work on the montage of the second part of 'Ivan the Terrible' starts. As in the first part, Sergei Eisenstein strives for a perfect fusion of graphic, pictorial and representational expressive, musical and colourful means of influence.",Cinema and Theatre;Writing and Teaching,,Letter;Jay Leyda,Jay Leyda,Soviet Union;Russia,Ivan the Terrible II,Film Colour,Shooting;Montage,January 1946,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,January 1946,,,,letter_leyda_book_section
Biography,1946-01-26,,,Sergei Eisenstein receives the Stalin Prize for directing 'Ivan the Terrible'.,"By decision of the Council of People's Commissars, Sergei Eisenstein receives the Stalin Prize for directing 'Ivan the Terrible'.",Biography and Personality;Cinema and Theatre,Ivan Groznyj,Council of People's Commissars;Stalin Award;Ivan Groznyj,,Soviet Union;Russia;Moscow,Ivan the Terrible,,Stalin Prize,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,,,,,stalin_award_ivan
Cinema,1946-02-02,,,Sergei Eisenstein finishes the montage of 'Ivan the Terrible II'.,Sergei Eisenstein finishes the montage of 'Ivan the Terrible II'.,Cinema and Theatre,Ivan Groznyj;Ivan Groznyj II,Montage;Ivan Groznyj II,,Soviet Union;Russia,Ivan the Terrible II,,Montage,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,,,,,finish_montage_ivan_two
Biography,1946-02-02,,,Sergei Eisenstein attends a party given for the awarding of the Stalin Prize and has a cardiac infarction.,"Right after finishing the montage of 'Ivan the Terrible II', Sergei Eisenstein attends a party given for the awarding of the Stalin Prize. While dancing he collapses with a cardiac infarction and is admitted to the Kremlin hospital. ""By an incomprehensibly nonsensical anduseless miracle I stayed alive. According to all the laws of science I should have died [...] Therefore I consider everything that happens now as a postscript to my own life story ..."".",Biography and Personality,,Kremlin Hospital;Montage;Ivan Groznyj II;Stalin Award;Heart Attack;Health Issues,,Soviet Union;Russia;Moscow,Ivan the Terrible II,,Stalin Prize;Montage;Health Issues,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,,,,,heart_attack
Biography,1946-05-00,,,Transfer to the Barvicha Sanatorium outside Moscow.,Sergei Eisenstein is transferred to the Barvicha Sanatorium outside Moscow.,Biography and Personality,,Barvicha Sanatorium,,Soviet Union;Russia,,,Health Issues,End of May 1946,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,End of May 1946,,,,sanatorium
Writings,1946-05-00,1950-00-00,1946-10-00,Sergei Eisenstein works on plans for a Soviet film history.,Sergei Eisenstein works on plans for a Soviet film history.,Writing and Teaching,,Soviet film history,,Soviet Union;Russia,,,,May to October 1946,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,May to October 1946,,,,soviet_film_history
Biography,1946-05-00,1956-00-00,1946-12-00,Sergei Eisenstein works on his unfinished memoirs.,Until the end of the year Sergei Eisenstein works on his unfinished memoirs.,Biography and Personality;Writing and Teaching,,Unfinished Memoirs,,Soviet Union;Russia,Memoirs,,,May 1946 to end of 1946,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,May 1946 to end of 1946,,,,work_memoirs
Biography,1946-06-00,1956-00-00,,Sergei Eisenstein is released from the sanatorium; he moves to his Datcha near Moscow.,Sergei Eisenstein is released from the sanatorium; he moves to his Datcha near Moscow.,Biography and Personality,,Barvicha Sanatorium;Health Issues,,Soviet Union;Russia,,,Health Issues,June 1946,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,June 1946,,,,release_sanatorium
Writings,1946-06-00,1957-00-00,,Sergei Eisenstein writes the 'First Letter on Colour'.,"Sergei Eisenstein writes the 'First Letter on Colour'; he opposes naturalistic colouring and points out that colour must be subject to the same laws as montage, music and composition.",Writing and Teaching,,1st letter on color,,Soviet Union;Russia,First Letter on Colour,Film Colour,,End of June 1946,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,End of June 1946,,,,1st_letter_on_color
Writings,1946-07-00,1958-00-00,,Sergei Eisenstein writes the 'Second Letter on Colour'.,Writes the 'Second Letter on Colour' about his previous experiments and future projects in the field of colour film.,Writing and Teaching,,2nd letter on color,,Soviet Union;Russia,Second Letter on Colour,Film Colour,,July 1946,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,July 1946,,,,2nd_letter_on_color
Cinema,1946-09-04,1958-00-00,,Publication of the Central Committee's criticism on 'Ivan the Terrible II'.,"Publication of the Central Committee's decision on 'Ivan the Terrible II': ""Sergei Eisenstein proved his complete ignorance of the historical facts by depicting the progressive army of Oprichniki as a degenerate gang of the type of the American Ku Klux Clan, and Ivan himself a personality of strong will and character, as his figure similar to Hamlet, without will and with weak character.""",Cinema and Theatre,Ivan Groznyj;Ivan Groznyj II,Central Committee;Ivan Groznyj II,,Soviet Union;Russia,Ivan the Terrible II,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 197,,,,,decision_ivan_two_cc
#VALUE!,,1958-00-00,,,,,,,,,,,,,,,,,,
#VALUE!,,1958-00-00,,,,,,,,,,,,,,,,,,
Cinema,1946-09-30,1959-00-00,,Draft of a situation scheme for the 'Moscow 800' project for the upcoming 800th anniversary celebration of the Russian capital.,Draft of a situation scheme for the 'Moscow 800' project for the upcoming 800th anniversary celebration of the Russian capital.,Cinema and Theatre,,Moscow 800,,Soviet Union;Russia,Moscow 800,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 200,,,,,draft_moscow_800
Writings,1946-09-30,1960-00-00,,"Sergei Eisenstein drafts the chapter 'The Colour Genealogy of Moscow 800', which is included in his study 'Colour'.","Sergei Eisenstein drafts the chapter 'The Colour Genealogy of Moscow 800', which is included in his study 'Colour'.",Writing and Teaching,,The Color Genealogy of Moscow 800;Color,,Soviet Union;Russia,The Colour Genealogy of Moscow 800,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 200,,,,,writing_moscow_800_color
Writings,1946-10-14,1961-00-00,,Sergei Eisenstein writes the article 'The True Paths of Discovery'.,"Sergei Eisenstein writes the article 'The True Paths of Discovery', in which he examines the dramaturgical problem, using the example of 'Aleksandr Nevski', ""of demonstrating in the fate of the characters and in the play of the actors a thesis, a paragraph, formulated in advance, instead of [...] letting it [...] crystallize out of the basic idea - at the same time as it is intensified in the course of the play - [...] which then becomes the most striking expressive factor of the basic thematic idea: the idea that determines the work.""",Writing and Teaching,,The True Path of Invention;Aleksandr Nevski,,Soviet Union;Russia,The True Paths of Discovery;Aleksandr Nevski,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 200,,,,,writing_true_path_invention
Cinema,1946-10-20,1964-00-00,,Sergei Eisenstein publishes a self-critique on 'Ivan the Terrible II'.,"Sergei Eisenstein publishes a self-critique in which he analyzes the mistakes of the second part of 'Ivan the Terrible', but indirectly puts his concept up for discussion again.",Cinema and Theatre;Writing and Teaching,Ivan Groznyj,Ivan Groznyj,,Soviet Union;Russia,Ivan the Terrible II,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 200,,,,,writing_self-critique_ivan_two
Biography,1946-11-00,1964-00-00,,Sergei Eisenstein asks Stalin for a discussion about the mistakes of 'Ivan the Terrible II'.,Sergei Eisenstein asks Stalin for a discussion about the mistakes of 'Ivan the Terrible II'.,Biography and Personality;Cinema and Theatre,Ivan Groznyj;Ivan Groznyj II,Stalin;Ivan Groznyj II,,Soviet Union;Russia,Ivan the Terrible II,,,November 1946,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,November 1946,,,,asking_stalin_ivan_two
Biography,1946-11-23,1965-00-00,,Sergei Eisenstein receives the Medal 'For Valiant Labour in the Great Patriotic War 1941–1945'.,Sergei Eisenstein receives the Medal 'For Valiant Labour in the Great Patriotic War 1941–1945'.,Biography and Personality,,Medal;Award,,Soviet Union;Russia,,,Medal 'For Valiant Labour in the Great Patriotic War 1941–1945',,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,,,,,medal_patriotic_war
Biography,1946-12-14,1965-00-00,,Sergei Eisenstein writes the postscripturn to his unfinished autobiography.,Sergei Eisenstein writes the postscripturn to his unfinished autobiography.,Biography and Personality;Writing and Teaching,,unfinished autobiography,,Soviet Union;Russia,Memoirs,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,,,,,writing_autobiography_postscriptum
Writings,1947-00-00,1965-00-00,,"Sergei Eisenstein sends several manuscripts with an edition plan to Armand Panigel, the French translator of 'Film Sense', for a four-volume edition of Eisensteins essays.","Sergei Eisenstein sends several manuscripts with an edition plan to Armand Panigel, the French translator of 'Film Sense', for a four-volume edition of Eisenstein's essays.",Writing and Teaching,,Armand Panigel;Film Sense,Armand Panigel,Soviet Union;Russia,Film Form: Essays in Film Theory,,,Beginning of 1947,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,Beginning of 1947,,,,writing_film_sense_france
Writings,1947-01-00,1966-00-00,,Resumption of teaching at the VGIK,Resumption of teaching at the VGIK; Sergei Eisenstein works on alecture series on the psychology of the creative process.,Writing and Teaching,,VGIK,,Soviet Union;Russia;Moscow;VGIK (All-Russian State Institute of Cinematography),,,VGIK (All-Russian State Institute of Cinematography);Lecture,January 1947,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,January 1947,,,,resumes_VGIK_1947
Biography,1947-02-25,1967-00-00,,Sergei Eisenstein and Nikolai Cherkassov discuss with Joseph Stalin and government representatives about 'Ivan the Terrible II'.,"In the late evening Sergei Eisenstein and Nikolai Cherkassov discuss with Joseph Stalin and government representatives 'Ivan the Terrible II'. They agree that Sergei Eisenstein, after restoring his health, should re-edit the film and can start with the third part, at the end of which the breakthrough to the Livonian sea stands.",Biography and Personality;Cinema and Theatre,Ivan Groznyj;Ivan Groznyj II,Nikolai Cerkassov;Ivan Groznyj II,Joseph Stalin;Nikolai Cherkassov,Soviet Union;Russia,Ivan the Terrible II;Ivan the Terrible III,,Montage,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,,,,,discussing_Ivan_Stalin
Cinema,1947-03-00,1967-00-00,,Sergei Eisenstein sees for the first time 'Time in the Sun' and 'Thunder over Mexico'. ,"Sergei Eisenstein watches 'Time in the Sun' and 'Thunder over Mexico' for the first time: ""What you have done with the montage more than heartbreaking.""",Cinema and Theatre,,Time in the sun;Thunder over Mexico,,Soviet Union;Russia,¡Que viva México!,,Time in the Sun;Thunder over Mexico,March 1947,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,March 1947,,,,watching_mexico_US_versions
Writings,1947-03-00,1967-00-00,,Sergei Eisenstein writes his essay 'On Stereocinema'.,Sergei Eisenstein writes his essay 'On Stereocinema'.,Writing and Teaching,,Thoughts on Space Film,,Soviet Union;Russia,On Stereocinema,,,March 1947,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,March 1947,,,,writing_space_film
Cinema,1947-03-00,1967-00-00,,Sergei Eisenstein begins to resume work on 'Ivan the Terrible II'.,Sergei Eisenstein begins to resume work on 'Ivan the Terrible II'.,Cinema and Theatre,Ivan Groznyj;Ivan Groznyj II,Ivan Groznyj II,,Soviet Union;Russia,Ivan the Terrible II,,Montage,March 1947,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,March 1947,,,,revision_ivan_two
Writings,1947-03-19,1968-00-00,,Sergei Eisenstein gives a lecture on the interrelationship between colour and music.,At VGIK Sergei Eisenstein gives a lecture on the interrelationship between colour and music using the example of 'Ivan the Terrible II'.,Writing and Teaching,Ivan Groznyj;Ivan Groznyj II,Ivan Groznyj II;VGIK,,Soviet Union;Russia;Moscow;VGIK (All-Russian State Institute of Cinematography),Ivan the Terrible II;From Lectures on Music and Colour in Ivan the Terrible,,VGIK (All-Russian State Institute of Cinematography);Lecture,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,,,,,lecture_relation_color_music
Cinema,1947-04-14,1968-00-00,,Sergei Eisenstein gives American reporters a telephone interview on the eve of the American premiere of 'Ivan the Terrible'.,"On the eve of the American premiere of 'Ivan the Terrible', Sergei Eisenstein gives American reporters a telephone interview. He speaks with Jay Leyda, Henry Wadsworth Longfellow Dana, George Kraska and others and hopes to complete the revision of the second part of 'Ivan the Terrible' by October.",Cinema and Theatre,Ivan Groznyj;Ivan Groznyj II,Ivan Groznyj;H. W. L. Dana;George Kraska;Jay Leyda,Jay Leyda;Henry Wadsworth Longfellow Dana;George Kraska,Soviet Union;Russia;United States of America,Ivan the Terrible;Ivan the Terrible II,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,,,,,premiere_ivan_one_US
Cinema,1947-04-22,1968-00-00,,Sergei Eisenstein makes drafts for the ballet project 'Picque Dame' based on the narrative by Aleksandr Pushkin.,Sergei Eisenstein makes drafts for the ballet project 'Picque Dame' based on the narrative by Aleksandr Pushkin.,Cinema and Theatre,Picque Dame,Picque Dame;Pushkin,Aleksandr Pushkin,Soviet Union;Russia,,,Pique Dame,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 201,,,,,draft_ballet_puskin
Writings,1947-05-00,1968-00-00,,Sergei Eisenstein begins the theoretical investigation 'Pushkin and Gogol'.,Sergei Eisenstein begins the theoretical investigation 'Pushkin and Gogol'.,Writing and Teaching,Pushkin and Gogol,Pushkin and Gogol,,Soviet Union;Russia,Pushkin and Gogol,,,May 1947,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,May 1947,,,,writing_puskin_gogol
Writings,1947-00-00,1969-00-00,,Sergei Eisenstein corresponds with Jay Leyda about the publication of a second book.,Over the summer Sergei Eisenstein corresponds with Jay Leyda about the publication of a second book.,Writing and Teaching,,Jay Leyda,Jay Leyda,Soviet Union;Russia,,,,Summer 1947,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,Summer 1947,,,,discussing_Leyda_second_book
Biography,1947-06-19,1969-00-00,,Appointment as director of the film section of the Institute of Art History at the Academy of Sciences of the Soviet Union.,Appointment as director of the film section of the Institute of Art History at the Academy of Sciences of the Soviet Union.,Biography and Personality;Writing and Teaching,,Institute of Art History at the Academy of Sciences of the USSR,,Soviet Union;Russia;Moscow;Institute of the History of Arts at the Academy of Sciences,,,Institute of the History of Arts at the Academy of Sciences;Lecture,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,,,,,appointment_director_institute_art_history
Biography,1947-09-00,1970-00-00,,Louis Aragon visits Sergei Eisenstein on his dacha in early september.,Louis Aragon visits Sergei Eisenstein on his dacha.,Biography and Personality,,Louis Aragon,Louis Aragon,Soviet Union;Russia,,,,Beginning of September 1947,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,Beginning of September 1947,,,,meets_aragon
Biography,1947-10-00,1972-00-00,,"Under the chairmanship of Sergei Eisenstein, opening of the cinematographic department at the Institute of the History of Arts at the Academy of Sciences.",Opening of the cinematographic department at the Institute of the History of Arts at the Academy of Sciences under the chairmanship of Sergei Eisenstein.,Biography and Personality;Writing and Teaching,,Institute of the History of Arts at the Academy of Sciences;cinematographic department ,,Soviet Union;Russia;Moscow;Institute of the History of Arts at the Academy of Sciences,,,Institute of the History of Arts at the Academy of Sciences;Lecture,October 1947,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,October 1947,,,,cinematographic_department_institute
Writings,1947-11-00,1972-00-00,,Jay Leyda sends Sergei Eisenstein an edition plan for the second book.,Leyda sends Sergei Eisenstein an edition plan for the second book.,Writing and Teaching,,Jay Leyda,Jay Leyda,Soviet Union;Russia;United States of America,,,,November 1947,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,November 1947,,,,edition_plan_leyda_second book
Writings,1947-11-07,1973-00-00,,Sergei Eisenstein writes the essay 'Spectator-Creator'.,Sergei Eisenstein writes the essay 'Spectator-Creator'. He examines the different ways in which the viewer can influence film production in capitalist and socialist countries.,Writing and Teaching,,The spectator as co-creator,,Soviet Union;Russia,Spectator-Creator,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,,,,,writing_spectator_co-creator
Writings,1947-11-19,1973-00-00,1947-11-22,Sergei Eisenstein outlines the layout of a lecture cycle on the psychology of art for students of Moscow University.,Sergei Eisenstein outlines the layout of a lecture cycle on the psychology of art for students of Moscow University.,Writing and Teaching,,Psychology of Art;Moscow University,,Soviet Union;Russia;Moscow,,,Lecture,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,,,,,lecture_planning_psychology_art
Writings,1947-12-04,1973-00-00,,Sergei Eisenstein telegraphs Jay Leyla his agreement for the title of his collection of essays 'Film Form'.,Sergei Eisenstein telegraphs Jay Leyla his agreement for the title of his collection of essays 'Film Form'.,Writing and Teaching,,Film Form;Jay Leyda,Jay Leyda,Soviet Union;Russia;United States of America,,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,,,,,writing_agreement_leyda_film_form
Biography,1948-01-00,1973-00-00,1948-03-00,"Sergei Eisenstein receives an exit permit for a stay in Prague, Paris and London.","In the beginning of the year Sergei Eisenstein receives an exit permit for a stay in Prague, Paris and London. Because of his bad state of health the trip is postponed to March.",Biography and Personality,,Health Issues;Travels,,Soviet Union;Russia;Travels,,,,Beginning of 1948 to March 1948,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,Beginning of 1948 to March 1948,,,,exit_permit_europe
Writings,1948-01-19,1974-00-00,1948-01-21,Sergei Eisenstein writes 'Mise en jeu' und Mise en Geste' on questions of the Mise-en-scène.,Sergei Eisenstein writes 'Mise en jeu and Mise en Geste' on questions of the Mise-en-scène.,Writing and Teaching,,Mise-en-scène,,Soviet Union;Russia,Mise en jeu and Mise en Geste,Mise-en-scène,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,,,,,writing_mise-en-scene
Biography,1948-01-23,1974-00-00,,50th birthday of Sergei Eisenstein.,Sergei Eisenstein's 50th birthday.,Biography and Personality,,Birthday,,Soviet Union;Russia,,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,,,,,birthday_50
Biography,1948-02-09,,,Grigori Aleksandrov visits Sergei Eisenstein.,Around eight o'clock in the evening Grigori Aleksandrov visits Sergei Eisenstein. They talk about a book planned by Aleksandrov and agree that Sergei Eisenstein will write a preface to it. Sergei Eisenstein complains about breathing difficulties.,Biography and Personality;Writing and Teaching,,Grigori Aleksandrov;Health Issues,Grigori Aleksandrov,Soviet Union;Russia,,,Health Issues,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,,,,,visit_Aleksandrov
Writings,1948-02-10,,,Sergei Eisenstein begins to write a letter about colour film for the new edition of Lev Kuleshov's 'The Basics of Film Direction'.,"For the new edition of Lev Kuleshov's 'The Basics of Film Direction', Sergei Eisenstein begins to write a letter about colour film.",Writing and Teaching,,Kuleshov;Basics of Film Directing,Lev Kuleshov,Soviet Union;Russia,,Film Colour,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 202,,,,,writing_color_film_kulesov
Biography,1948-02-10,,,Sergei Eisenstein suffers another heart attack whilst writing.,"Sergei Eisenstein writes a sketch for the 'Ivan the Terrible' project. While writing, Sergei Eisenstein suffers another heart attack. The black pencil with which Sergei Eisenstein writes slips over the paper until the words ""Motherland"" are written. After Sergei Eisenstein has obviously taken a medicine, he notes with a red pencil: ""At that moment I had a heart attack. Here is the trace in the handwriting. 10. 2. 48."" Sergei Eisenstein continues to work and writes two more pages. There are also dated notes from February 10th about an investigation on 'Pushkin and Gogol'.",Biography and Personality;Cinema and Theatre;Writing and Teaching,,Pushkin and Gogol;Health Issues. Heart Attack;Motherland,,Soviet Union;Russia,Ivan the Terrible;Ivan the Terrible II;Ivan the Terrible III;Pushkin and Gogol,,Health Issues,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 204,,,,,second_heartattack
Biography,1948-02-11,,,"After another heart attack, Sergei Eisenstein dies in the early morning.","After another heart attack, Sergei Eisenstein dies in the early morning of February 11.",Biography and Personality,,Death,,Soviet Union;Russia,,,Health Issues,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 204,,,,,death
Biography,1948-02-13,,,Buried at Novodevichi Cemetery in Moscow.,Sergei Eisenstein is buried at the Novodevichi Cemetery in Moscow.,Biography and Personality,,Burial;Novo-Deviči cemetery,,Soviet Union;Russia;Moscow;Novodevichi Cemetery,,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 204,,,,,funeral
Cinema,1950-00-00,,,Battleship Potemkin' is scored by the composer Nikolai Kriukov in the Moscow Mosfilm studio. Sound direction: Sergei Kazakov.,Battleship Potemkin' is scored by the composer Nikolai Kriukov in the Moscow Mosfilm studio. Sound direction: Sergei Kazakov.,Cinema and Theatre,,Battleship Potemkin;Mosfilm Studios,Nikolai Kriukov;Sergei Kazakov,Soviet Union;Russia;Moscow;Mosfilm Studio,Battleship Potemkin,,Score,1950,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1950,,,,score_potemkin
Writings,1956-00-00,,,The Soviet film scholar Rostislav Iurenev edits a one-volume selected edition of Sergei Eisenstein's theoretical writings: 'Izbrannye stat'i'. (Selected Essays).,The Soviet film scholar Rostislav Iurenev edits a one-volume selected edition of Sergei Eisenstein's theoretical writings: 'Izbrannye stat'i'. (Selected Essays).,Writing and Teaching,,Rostislav Iurenev;Izbrannye stat'i,Rostislav Iurenev,Soviet Union;Russia,,,,1956,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1956,,,,publication_selected_essays
Graphic,1956-00-00,,,A first exhibition of Sergei Eisenstein's drawings is opened at the Central House of Artists in Moscow.,"A first exhibition of Sergei Eisenstein's drawings is opened at the Central House of Artists in Moscow, which is later shown in Riga, Warsaw, Berlin, Paris, London, The Hague, Vienna, Leverkusen, Milan and other cities.",Graphic Art,,Exhibition;Central House of Artists;Legacy;Post-Mortem;Drawing,,Soviet Union;Russia;Moscow;Central House of Artists in Moscow,,,,1956,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1956,,,,exhibition_drawings
Biography,1957-00-00,,,Film scholarly Eisenstein-conference in Warsaw.,Film scholarly Eisenstein-conference in Warsaw.,Biography and Personality;Cinema and Theatre;Writing and Teaching,,Legacy;Post-Mortem;Film scholarly Eisenstein-conference,,Poland;Warsaw,,,,1957,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1957,,,,eisenstein-conference_warsaw
Biography,1958-00-00,,,"On the occasion of Sergei Eisenstein's 60th birthday, a tribute to his work is held in the Moscow Central House of Film.","On the occasion of Sergei Eisenstein's 60th birthday, a tribute to his work is held in the Moscow Central House of Film.",Biography and Personality;Cinema and Theatre,,tribute;Moscow Central House of Film;Legacy;Post-Mortem,,Soviet Union;Russia;Moscow;Central Film House Moscow,,,,1958,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1958,,,,tribute_60th_birthday
Cinema,1958-00-00,,,Ivan the Terrible II' comes to the movie theatres.,Ivan the Terrible II' comes to the movie theatres.,Cinema and Theatre,Ivan Groznyj;Ivan Groznyj II,Legacy;Post-Mortem;Ivan Groznyj II,,,Ivan the Terrible II,,,1958,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1958,,,,premiere_ivan_two_movie_theaters
